difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	item 1	item 2	comp_aspect1	comp_aspect2	comp	question	non-serious	navigational	spelling	rude	not question	dataset	item1	item2	item3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does a neurosurgeon treat						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the normal size for printer						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how to find root on a flash drive						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	weather history in amsterdam					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does unilateral mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what food group is walnut in?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how do you mix turmeric paste for cysts						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	should summer sausage be refrigerated						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who sings the song hot stuff						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what green card fees is an employer required to pay						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	trafficking in the month of march					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how do you change a table back to a paragraph in word						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	are the runways open at msp airport						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	as body temperature increases, the blood vessels of the dermis will					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is carbatrol medication for						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stucco testing procedures					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	average salary for human resources generalist					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	symptoms of pyruvate dehydrogenase deficiency					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	education requirements for cfe					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Name the Mesopotamian states in order					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how much does it cost to get your brake pads replaced uk						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Maritge name meaning					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what vertical integration has marriott hotel done						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	signature dish meaning					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	average obese iq					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	where is great exuma						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	maximum dose of acetaminophen					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cystic fibrosis is a disease that __________.					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	driveway gates cost					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	which of the following systems are in echinoderms nervous excretory respiratory skeletal					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is disney point summary						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what size of suture material we will use in rabbit spay						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the G mean on lense						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is administrative leave mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	which glands lie below the prostate						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	where is al pacino from						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	weather in williams ca					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what lockdown means						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	groton chalet phone number					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does a qa specialist at paycom get paid starting out						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reiki what is it						m			
0	0	0	0	1	0	0	1	0	0	0	alpine tundra	arctic tundra	0	0	1	what is the main difference between the alpine tundra and the arctic tundra quizlet						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cost to post letter to new zealand					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	weather in wooster ohio					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what county is manassas va in?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	is the common cold a disease						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is emdr used for						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how much weight can be cut from cutting out alcohol						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many calories in a cup of berries						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	excitable definition anatomy					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	another way to say arms straight out next to him					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	lihue area code					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	do seizure what does it mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	employer cost of hiring					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protective services definition					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cmu veneer					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cluster sampling definition					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	which power tool cleaning standards a surface profile						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is hp with a computer						m			
0	1	0	1	0	1	1	0	0	0	1	?	?	the prettiest	prettiness	1	who's the prettiest in moana						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	kopps rule definition					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how does an annuity work						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is irony and poetic justice?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	is zinc good for muscle growth						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what organs in what quadrants of body					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cause of sudden drop in blood pressure					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	operational cost for new bed					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the nile mean in egyptian						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what causes flat veins						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	valium use					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how to sa close the door in spanish						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is community practice in social work						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does an early childhood consultant						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	climara is used for what						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what temperature does frost form						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	causes of a cold					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who originally produced scrimshaw works						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hull defined					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who plays starchild in glee						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how to change simpro quote number						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	is an llc a limited partnership						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what are the functions of nematocysts						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	age limit for coast guard reserves					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	average remodeling cost					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the altitude in laramie wyoming						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what causes cats eyes to look snotty						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	playbook dimensions					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is a cxr lab						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does RAI in case management						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the last name spratt mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the name of the nagios daemon?						m			
1	1	0	1	0	0	0	0	0	1	1	?	?	the very first	date of invention	1	who invented the very first optical microscopes						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is clipboard?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many hours do you have to have in college to be considered a junior						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is prednisolone prescribed for						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is inertia?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is embodied energy						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tivic healthcare					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how long to cook a prime rib in oven						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the name volga mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	why did the strategic hamlet program fail						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is hdcp?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	do biceps hurt with tennis elbow						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does dissertation mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who is nurse cratchit						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is a old cider press worth						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how long for average person to do marathon						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what gas do plants and people need						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	daisy dare					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is a minimum thermometer						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who is mang in gems of war						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	us assure builders risk					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what are channeling skills for demon hunter						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what are the animals in the antarctic desert						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what kind of physician takes of patients with non essential tremors						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who created the consumer financial protection b						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is munising,mi zip code						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many calories in a bowl of chili						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	deficit spending					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the rotation of uranus like						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	weather in mio, michigan fahrenheit					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what organ could be donated while alive						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what elements are contained on a ghs label						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many episodes of the waltons were made						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	why is the yellow river called yellow river						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what are the chances of getting hiv after a single encounter						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	can arthritis cause pain and swelling in the knee						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is merlin entertainment						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wow gruul lair location					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	standing group definition					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how quick does cialis take to work						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	does the FDA regulate marketing practices for physician groups?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cost to convert chlorine to saltwater pool					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	portland bureau of police non emergency					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the population and the population density in the tokyo yokohama urban area						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is  impotence risk						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	which baby graced the cover of the first tv guide magazine						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	why did they used to do blood test for marriage						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	How many moles of gold atoms do 3.20×1024 gold atoms constitute?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what do you do when you think someone is using your credit						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is business analyst of product development						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does pf mean in fantasy football						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does it mean when it feels like someone is choking you						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how must training programs continue to evolve						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	was the southern baptist church founded to support slavery						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the population of graham arizona						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is argus community inc						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	typical expedite fee					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what's a footnote						m			
0	0	0	0	0	0	0	0	0	0	0	us	china	larger	size	0	which is larger land us or china						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many calories in hamburger meat						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how do they calculate penalties and interest on taxes						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how was the geologic time scale created						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	which dna gene effects maleness						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is birch oil						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is capri pant						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	where is the vascular tissue found in plants						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	why is it called lymphedema						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what are autoflowering marijuana seeds						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what flowering plant is hardy for shade						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	define structural engineering					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	extreme dehydration symptoms					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is socl2 purpose						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	which way to run hardwood floors						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what makes entity vie?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	the meaning of the name aria						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is bermuda grass						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what did king hadrian design						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is a broken clavicle						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	propaganda techniques definition and examples					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cost analyst accountant responsibilities					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what prion disease causes holes in the brain						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how to cook a roast beef without an oven						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what msa is sonoma county						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	where does natural cotton come from						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	if im a size 12-14 in underwear what size would i be in victoria secret						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what drugs are used for heart block						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the name percy mean						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who is the broker in quarry						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cost of brake replacement					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	law college dehradun ranking					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what blood test detects thyroid cancer						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what law firm would cover pro bono						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	can you paint over bathroom wall tile					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the anastomosis of the heart supply blood to						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	why do some snakes eat themselves						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	where is kahoka mo						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	specificity in method validation, definition					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does the name jacob mean in english						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	thinking ruts definition					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who created pencils						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	is the name joelle popular						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what speech sounds would be affected by an open bite						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how fast is the lamborghini horicon performante?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what do comparison between average variable cost and price reveals						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	average jail time for marijuana possession					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what kind of leader was mao zedong						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is burlington,ky zip code						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is the cost for modems						m			
0	1	0	1	0	0	0	0	0	1	1	woodpecker	woodpecker	largest	size	1	largest woodpecker in the world					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does bod stand for						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how long to steam whole carrot						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many flight miles from clt to gva						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what language do they speak in sweden						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	should you start engine when flushing coolant						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is a yarn shop						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	when was the office for human research protections created						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how old do you have to be to apply at publix						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how long ibuprofen kick in						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	who sings cause there's a girl						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what factor can affect your perception of speed						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what school is icn?						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how long does perk test last in tuscaloosa co.						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	is owen smith good at basketball						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what does et mean on wheels						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	benefits of agile					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	synonyms for protects					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how laser tag works						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	why was syndol removed from the market						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	can my employer pay my autoenrolment contribution						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	can a business owner get disability						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how many hours is part time for aca						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	different types of bulldogs					1.0	m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what brands of soda does pepsi make						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	are thresher sharks endangered						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	in the hound of the baskerville who was following sir charles in london						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	do gametes have dna on them						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	what is atropine used for						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	how long should my kayak paddle be						m			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	babins the woodlands thanksgiving hours					1.0	m			
