fishing	skiing	The fun in Fishing appeals to many of our senses. Quite apart from the actual catching of fish, the sense of being at one with nature , in the open air and the wild environment is simply rejuvenating. In my lifetime some of the most successful fishing trips have been when I’ve used an Ordnance Survey map to select previously un-fished spots . Yes it takes time and effort to get to a secret location but the results are usually quite spectacular. The fish in an unvisited location are often much less wary although any fisher-person worth his or her salt would still be using all the stealth methods that are learned over many years .For those people who think that catching fish is what Fishing is all about think again. Being out in the open air is healthy and the opportunity to glimpse wildlife that lesser mortals will never see in a lifetime is well worth the effort; Birds, Otters Hares,Rabbits,Deer and more. You could say that catching fish is actually a bonus.I’m talking primarily freshwater fishing here. Sea Fishing will get you out on a boat or on a remote seashore(and in all kinds of weather) and is a different kind of experience. Many freshwater coarse fish can be edible given they come from unpolluted waters especially Pike or Perch. However fishing regulations need to be observed and using a catch and release system is to be preferred. One of the main arguments for returning fish is that of conservation.Summing up briefly : if you select an out of the way venue then you’re going to get plenty of exercise before you wet a line which will give you much improved health (if you fish regularly). This must be a good thing. What are you waiting for?	Here are several reasons I love skiing:It's incredibly meditative. Skiing is about finding and maintaining a balance. You're constantly seeking harmony with your body, your skis, with the snow condition, and with the steepness of the slope. The mountain changes all the time; in a few hours you can experience deep powder, slush, ice, all on the same trail. (That's why skiing the same mountain over and over again doesn't necessarily get old.) Because you constantly have to adapt to the current condition, skiing keeps you grounded in the present moment. If your mind starts to wander, you easily lose balance and fall, so there's your reinforcement to stay in the moment.Skiing makes you appreciate the winter so much more. It also gives you access to some of the most beautiful vista in the world. It's so amazing to stand on top of a mountain 13,000 ft above sea level. It's incredibly pretty and peaceful up there. On a quiet day when there aren't that many people around, I like to take a break somewhere on the trail (without creating safety hazard, of course) and just sit there for a while, soaking up the sun and the scenery. The feeling is similar to sunbathing on the beach, except that I'm fully covered, which actually is another plus for me because my skin is sensitive to sun exposure.I find skiing to be full of wonderful metaphors for life, such as: Once you choose a trail you can't go back (because you can't ski uphill), you just have to make it down there. Where you set your eyes really affect how you ski. If you stare at a ditch, you'll end up there. Steep slopes look super scary from the top, but once you begin to tackle them, they are usually not that bad at all. Also, slopes tend to be steepest at the beginning, and it gets better from there. It's always best to focus on making it one turn at a time. By doing this, the vertical drop stops being so overwhelming. Sometimes what's best for your skiing seems really counterintuitive (to the point of suicidal) at first, for example: to ski steeps, you *really* have to throw your body downhill (which seemed crazy scary to me and took me a while to be able to do). If you don't do this, your skis won't turn, you'll get stuck and fall. If you do it, your skis will follow naturally and you'll automatically be ready for your next turn. Weird huh?I love being fast and anonymous. Skiing is fast, and it's sort of anonymous since your entire body is covered up. Speaking of fast, somebody on Quora said that skiing is the closest thing to flying on land. That is totally true :)	I wish I could help but I play for the team from the darkside. That is, I Snowboards.That being said, I believe the universal appeal is:It offers a certain element of creativity and spontaneity. There's you and the open trail ahead of you. You pick your line and you go. The rest just happens.You can progress at your own pace. For most it's not a competition but a challenging / relaxing activity.It burns calories and works up a thirst (read: apres ski). As first sips of beer go, nothing beats the first sip after a day on the hill.It's good for the soul. Nature, fresh air, blue skies, sunshine. Many, many things that are pure and good with the world.Alternatives such as work, TV, doing laundry, shopping, etc. don't begin to compare.		
windows 7	windows 8	The answer depends on you. From a technical standpoint, Window 7 is less stable and uses system resources less efficiently than Windows 8. Additionally Windows 8 can run Metro apps that cannot be used on Windows 7 machines. Basically, Windows 8 can do everything that Windows 7 can do and more as--mentioned by Sean Phạm. You do however have to learn some key new interface changes--for example hot corners and the start screen. These have a reputation for not being intuitive for mouse and keyboard users. I tend to disagree, because I use Windows 8 on a daily basis on my non-touchscreen desktop and laptop, for coding, gaming, web browsing, document authoring and other common tasks. I don't feel any slower with Windows 8 than Windows 7. If you're willing to learn the interface changes, then Windows 8 is a win-win situation. Otherwise you might want to stick with Windows 7 and forgo the stability improvements and other small improvements of Windows 8.	Though Windows 8 does have some improvements "under the hood" from Windows 7 the changes are not groundbreaking.  The new user interface is groundbreaking but ground breaking like and earthquake.  The departure from the standard desktop model was shocking for keyboard and mouse productivity users, and many rebelled.  Outside the "under the hood" improvements (which don't have any profound effect most users) it comes for to two things: (1) Is your computer touch enabled? Windows 7 touch features are crude on a good day.  Using touch?  Get Windows 8.1 and let it auto-upgrade to Windows 10. (2) What OS are you moving from? If you are a Windows XP user get Windows 7.  The transition from XP to 8.1 may cause your head to explode if you need to be productive immediately. If you already use Windows 7 at work or on your old personal computer, stay with Windows 7.  You'll get the free Windows 10 upgrade and Windows 10 blends the best of Windows 7 and 8.1. If you use a Windows Phone the interface isn't such a leap.  You'll spend some time finding "stuff" but with a bit of patience you'll adjust, eventually. Neither is a BAD choice.  It's really how much time and effort you want to spend making the transition. If you are making the transition from XP or 7 to Windows 8, consider going to OS-X as it's about the same effort.	Let's compare. Performance. Windows 8.1 or 8 works faster than it's brother windows 7. It supports various file formats. And pre installed apps. Start. Windows 7 has a congested start menu. With everything smaller and a white background. But windows 8 or 8.1 has a start screen with more space and customisable background. Actually start screen is far better than smaller start menu. Programs. Windows 8.1 and 8 both support enormous programs. You can even install programs from the Microsoft store. It offers more advanced and updated version of programs. Boot time. Windows 8.1 and 8 both offer a quick boot time Than it's brother. Windows 7 takes time. Security. Windows 8.1 and 8 offer updated security patches. It also has various password options. Windows 7 password can be accessed/hacked easily. Gaming. Windows 8 versions offer much graphics support than windows 7 with it's graphics drivers and pre installed direct x 11. Development. Windows 8.1 users can use or switch multiple options for software development. It offers smooth running of heavy software. You can use both command prompt and power Shell in it. You may support windows 7 due to it's popularity and interface. But remember that we shouldn't judge a book by its cover. Since you're using Windows 7 you may feel that it's better. Update your hardware and use windows 8 you'll feel the real power		
pasta	pizza	At every pizza/pasta buffet style restaurant I’ve gone to, people eat more pizza than pasta. That must mean they like the taste of the pizza over the pasta. However, another part of the equation is that the pizza comes in all kinds of toppings and cheese, whereas the pasta offerings are usually limited to spaghetti, maybe something like sea shells, possibly lasagna, but that’s about it.Now in regular higher end full bore Italian restaurants, diners seem to purchase pasta over pizza about 5 or better to 1. These restaurants usually have a better overall quality in their food, so perhaps that means that good pasta is better than good pizza. It might also mean that with lower quality (cheaper) Italian food, the pizza usually turns out better tasting.Until they dropped their lunch buffet, I used to regularly dine at an Italian restaurant that had exceptional food, but while the buffet was on, I found that their pasta and pizza was of equal quality and ate about a 50/50 split between pasta and pizza.If I had to pick one, though, I would say pizza tastes better than pasta.	i mostly prefer pasta . why pasta? it is because pasta is healthier than pizza. you can have pasta anytime,Pasta is a perfect foundation for healthy, nutritious and satisfying meals: pasta is generally eaten with nutrient-dense food partners, such as fiber-filled vegetables and beans, heart healthy fish and monounsaturated oils, antioxidant-rich tomato sauce and protein-packed cheeses, poultry and lean meats.pasta is healthier choice.	Pizza and pasta are both foods I like. I like pizza because of all the toppings that you can put on it (not to say that pasta doesn’t have variety either), and because it is fun to pick up and eat. While homemade pizza is usually delicious (I cannot recall making a homemade pizza that tasted bad), some pizza is just weird and oily. Sometimes I even try to get some of the grease off with a paper napkin! Pasta, on the other hand, almost always tastes good to me (but I’m not an expert), as long as it’s not mushy or under-cooked. So I am not sure which one tastes better. I like both pizza and pasta.		
java	python	Exec Summary: Python better for short programs/prototyping, Java better for big projects/mission-critical stuff. Details follow. I use both Python and Java on a daily basis, mixing and matching as the needs require. Increasingly my workflow is prototype in Python, then migrate to Java once we've got the design right, worked out the kinks. Python is much quicker to prototype in. Things like the functional programming, lists as first-order primitives, tuple return values, "duck" typing and the fact that the console is available for debugging easily and testing quickly really give it an edge. Python is my "1000-line" language -- it's what I use for projects that expect to be around 1000 lines long. It works well for procedural tasks. It is also very concise. However, Python doesn't scale as well as Java for large projects. Java is my "100,000-line" programming language: what I used for complicated data structures, mission critical services, etc. Its static typing really makes it more manageable at large code scales; or where you are building "toolkits" that need to be re-used to implement a wide range of functionality, or across many applications. With Python, you'll get AttritbuteError: None, and not know exactly what to do with it. Java is more verbose than Python, but it pays off -- it's more readable. Furthermore, the tools and IDEs (e.g. Eclipse, NetBeans, IntelliJ etc) are amazingly good for Java -- because Java was designed for static analysis. Python, less so. IDLE is OK, but it's not at the calibre of the tools. Java also is truly cross platform. I have written libraries in Java that run on both Android phones with tiny RAM, and also run in 10,000-machine datacenters, with each machine having Xeons and 20GB+ of RAM. That's kind of awesome. The Java core libraries are very solid and provide an excellent basis for things like GUI applications. Python has a few options for GUIs, but I haven't found them to be as solid. Finally, in terms of performance, Java is clearly the performance winner -- not quite as fast as C++, but in most cases no more than 1.2x or 1.3x slower. Of course this is fuzzy, there are things like Jython, and PyPy, but they take away some of the advantages of using Python in the first place.	The pros of Java over Python are: Java programs execute faster as compared to Python. Java application are much more stable and secure as compared to Botha s they basically run in a virtual secluded environment which is the JVM. It can easily handle very large data sets and work efficiently. The java applications are much more scalable. If you are working with databases then JDBC and ODBC in Java can easily help you out whereas on Python the database access layers are a tad bit underdeveloped. This point might not be true for all but I personally find it extremely difficult to debug Python indentation errors. Whereas the java braces are very easy to spot and rectify. Basically moving the code from editing in one IDE to another is a nightmare. Now for the pros of Python over Java: Python codes are much compact and easier to comprehend as compared to Java codes The learning curve of Python is easy and it can deliver some pretty complex programs in a matter of lines. Python is dynamically typed and there is no need to declare anything. An assignment statement directly binds a name to an object, and the object can be of any type. Python has become the backbone of Internet of Things. Infact the Pi in the Raspberry Pi stands for Python. A huge set of tools for Data Analysis, Scientific research are written in Python 2 which are currently being rewritten and upgraded to Python 3. Python's feature of Integration makes it possible to call Python through java via Jython.	Python is much simpler, easier to learn and easier to write. Since it's a dynamic language, you don't need to write low level details such as the type of each variable or the length of arrays, for example. Python programs are shorter and require less boilerplate. The code is more readable, more English-like, and more succinct. Another advantage of python is that you don't need to compile the code before running it. The interpreter executes it right away, and you can even use the interactive shell to try, explore and experiment while coding. Java, on the other hand, is a static language. It means that its code must be compiled before getting executed. So you don't have the interactivity you get with Python and its interpreter. Also, you must declare all the types in advance and provide much more information in your code so it can be successfully compiled. The advantage of Java is that all this hard work usually pays off in the form of superior performance. Python is faster and easier to write, but slower to execute. Java is more “burocratic" and rigid, but results in faster code.		
ps3	wii	I own both the Wii and the PS3 and my personal opinion is that the PS3 is the better platform, but it completely depends on the type of games that you play and what you're used to. I've always played on a PS so I'm used to the controller. I find the xbox controller to be more bulky and the placement of the analog sticks puts more strain on my thumbs and just makes playing harder. For example, I started out playing Bioshock on someone's xbox and I had to actually invert the controller for some reason because when I kept moving my thumb the opposite way I was supposed to be. But when I started playing it on the PS3 when I bought mine, that didn't happen. It was really strange. As for the Wii, I literally only have it to play old Nintendo games. I hate - hate - using the Wii controller. It's inaccurate, it sucks as what it's supposed to do and is just frustrating most of the time. The only thing I can say that it actually did well with is the Mario games, but even then, they can get really frustrating because of the controller.	I own all three and I can honestly say that I think the PS3 is the best system. The Wii is fun when you have a group of friends over, but not that great when your alone. Xbox 360 is a good all-round system; lots of popular games, but you have to pay for online membership/services. PS3 has the best games out at the moment, doubles as a Blu ray player and is superior when it comes to media playback.	This question depends on the individual. My personal opinion is that the best system is the one that has the games you want to play. Now, for me that happens to be the Playstation 3, since I do not care much for first person shooter titles. Most games these days are released on multiple platforms though. I also love the fact that the PS3 can play Bluray discs. I enjoyed several of the games on the Wii (i.e. The Legend of Zelda: Twilight Princess), but I grew tired of the motion controller and eventually went back to playing it on the GameCube so I could use a "normal" controller.		
harvard	mit	In the long-term, both of their brand names carry a lot of value. MIT may have slightly more value in the hard sciences. Harvard may have more value in other fields, including among the general populace.The conventional wisdom on campus is that MIT is better for sciences, math, and (more recently) media studies, whereas Harvard excels in the social sciences and liberal arts. Both schools allow cross-registration for courses at the other, so you can access a full catalog at both institutions regardless of your choice.Socially, I can only speak from personal experience. MIT’s stereotype: the nerdy, socially awkward student. Harvard’s stereotypes: the elite school prep students mixed with the desperate go-getters. Whichever crowd more suits your personality, you may like to go to that one.Harvard’s architecture feels old and creaky. The buildings have an 1800s flavor. The architecture at MIT feels much more updated and modern. Personally, I enjoyed being on MIT’s campus more, but my family liked Harvard’s rich historical flavor better. That’s a matter of taste.Ultimately, the choice is yours — both schools have value. I would personally pick the school with more classes that I’m interested in, because traveling back and forth can be a bit of a pain.There is one other element… Harvard has some troubles with Title IX. This means that if a sexual assault happens on campus, the school is likely to attempt to bury it and minimize its impact as much as possible, even if that violates the law. MIT doesn’t seem to have those problems to the same degree. Also, because of Harvard’s well-known name, frequent campus protests occur, and it can be easy to feel a sense of dissatisfaction and irritation with the leadership. I would be remiss to promote Harvard without mentioning these issues. If they don’t bother you, or you don’t think they would affect you, then Harvard is still a great choice. (Personally, I haven’t been bothered by the protests, and the Title IX issues haven’t directly impacted me.)	[Edit: I take it back; Harvard is going to be cheaper if you need financial aid.]It’s easier to coast through on the “gentleman’s B” at Harvard, without question. You can challenge yourself at either school, but MIT grades harder. I do think this gets adjusted for when you’re applying for first jobs or graduate school, and after that, nobody cares about your GPA.People are busy and stressed at both places, but why they’re busy tends to be different. At MIT, they’re busy with school and research, though most people have a light hobby that gets them out of the dorm and keeps them sane. At Harvard, they’re more likely to load up on the extracurriculars, and take them seriously - DI sports instead of DIII, campus newspaper space fought over by people who’ve wanted to be journalists since they were five, etc.If you get into both, I think it comes down to whether you want a liberal arts education, or you want to nerd out and become the best nerd you can be. I chose the latter, but it was a tough choice.	MIT if you’re going for pretty much any STEM related field.Harvard, if you’re heading for an MBA & Wall Street, or law school, or politics, or the humanities. Probably also better if you’re heading for teaching.The above comments are based on the connections you’ll make, and where you might want to head for grad school, as anything else. I.e., MIT is probably a better route into high tech companies. Harvard is a better route to Wall Street, unless you’re a “rocket scientist” working on trading software in which case MIT is a better bet.On a different note (and perhaps just a tad biased):MIT doesn’t accept legacies. At MIT, you’ll be surrounded by folks who earned their way in, the hard way.MIT’s top professors (i.e. Nobel Laureates and equivalent) take it as a point of pride to teach undergraduate courses (often the introductory ones). You won’t see the top professors as much, at Harvard.MIT emphasizes undergraduate involvement in research (the UROP program) to a level that’s unparalleled anywhere else.		
java	php	PHP Advantages: 1) It is not a complicated language to learn and put to use. 2) 90% of web hosting have apache with WAMP/LAMP installed in them by which you can get started in minutes. 3) Many errors encountered by you they would already be solved on StackOverflow, so your errors can be solved easily. PHP Disadvantages: 1) It is a bit slow when compared to other languages. 2) It has only be put to applications which require (create||read||update||delete).So, you can't do machine learning and other stuff. 3) PHP websites are easy to hack and for hacking PHP scripts resources are available online. JAVA Advantages: 1) JAVA has an enormous amount of tools for expansion of projects like spring, hibernate which uses microservices to deliver robust performances. 2) One of the best and the oldest programming language, So resources would be available to those who ask for it. 3) JAVA can be used for multiple things like making android apps, doing machine learning/deep learning, training a neural network, robust web development through SPRING/HIBERNATE. JAVA Disadvantages: 1) Not an easy language to learn and put to use. 2) Specialised hosting is required for JAVA applications like AWS/Heroku. I learned both of these programming languages and I am good at both of them.	Benefits of PHP PHP is a top programming language used by web developers and it provides a number of benefits including: Easy to Learn ;Open Source; Efficient Coding Language Plenty of Support. Benefits of Java: On the other hand, Java provides many benefits as a programming language. Some of the key benefits include:Easy to learn; Object Oriented; Platform Independence;; From the benefits above for both Java and PHP, it’s clear they are both very powerful. However, many programmers that use both languages will tell you PHP is the better choice. The main reason programmers choose PHP over Java is the speed. It’s much faster to develop and PHP tends to have fewer issues when using shared hosting. When using Java, it’s best to have a dedicated server for your hosting.	Java is considered to be one of the most relevant and reliable programming languages there is. This explains why many companies prefer to hire developers that have a fluency in Java. The unique value that Java has as a programming language is its stability and scalability. It isn’t an easy programming language to master – and even though Java might seem the most attractive language to learn for a future career you should bear in mind that it’s not easy to learn. I would argue that the online courses that state you will “learn programming in Java within a week” only provides you the very basics of this sophisticated language. PHP, on the other hand, is characterized as a free, flexible, and fast programming language. Even though both PHP and Java are integral to the modern web, PHP is an obvious choice for those that aspire to begin their career and want to start specialising in a specific language. As opposed to Java it requires less programming knowledge and it’s more accessible to inexperienced developers. Whilst there are similarities if you do want to specialise in either of them you need to ask yourself something: Do you want to work with the web or do you want to be working on desktop and native mobile apps? Because if you stick your specialisation in PHP, you’ll only be developing for the web, whereas Java can do both. Nonetheless, both languages are an on-going requirement for businesses		
mit	stanford	Been there, done that (well, not CS). Lots of differences, some similarities, here's a few:1) MIT is more intense. You will find out all the gears you have and discover your limitations by constantly trying to exceed them, and also discover they are different than what you thought.2) I seriously doubt either results in a different educational outcome. When you take in the best, it takes no alchemy to turn out the best. Both will give you great networks.3) Stanford has a much better climate.4) MIT is in a (somewhat gritty) urban setting, and you have access to a major US city with a huge (way over 100,000) student population without a car.5) Different cultures.  Which one suits you better is a personal choice.  Stanford students are pretty certain they have the world by the short and curlies. MIT students think the world is logical and that if you are smart that is all that matters, and if you aren't, nothing will help. MIT has never awarded an honorary degree, the only way to get one is to earn it.  Stanford has elite sports, lots of them plus a PAC10 football team and an 80,000 seat stadium.  MIT offers as many sports, but they are participation based. Their football field has a few bleachers.  Etc.6) social life depends on you, and who you hang with.  In my experience, MIT mixes more, Stanford tends more to smaller social circles.   Stanford tends to reflect California, so everyone is very friendly, but it is hard to make close friends.  MIT's social scene is supplemented by access to the scenes of every other university in Boston.	I am going to go with Will Gaherty's answers as he has studied at both colleges.I studied for nine years (and three degrees) at MIT.I visited Stanford, and played ice hockey with the Stanford team and against the Stanford team (long story, but UCLA was the opponent when I played for Stanford team).  The entire Stanford hockey team (grad and undergrad students) stayed at my house in the Boston area and in my small apartment in the Los Angeles area (another story unto itself)....So, my on-campus experience with Stanford was visiting its beautiful campus (or as beautiful as brown grass can be in the dry season) and associating with the men's ice hockey team.The Stanford campus is much bigger and with NCAA D-1 sports the athletic facilities are much bigger.  Sometimes the most desirable athletic facility is restricted to Varsity athletes (but that happens at many D-1 colleges) whereas at MIT every facility is available to all students.MIT is in Cambridge and a mile from Boston, with Many thousands of college students in the area, the social life is easy to attain/maintain.  Stanford is a bit more isolated and therefore you will socialize mainly with Stanford people................  Also, it is Not that easy to get from Stanford to San Francisco and that can be a limitation.I noticed that Many of the undergrads at Stanford come from very Affluent families and that sets a certain social tone.   Whereas MIT students are more across the spectrum.Before you Accept and attend any college, you MUST visit, and visit for several days.   The final thing to consider (which is the most important), is which college is a best fit for You?	A2A. I haven’t attended MIT. I’ve only gone to their campus preview weekend (a.k.a their admit weekend for accepted students) and I have friends who attend there.Both MIT and Stanford have students with a variety of personalities, which means you’ll probably find a good fit at either school. You’ll find Greek life, you’ll find people who don’t leave their dorms on Friday nights. You’ll find builders and thinkers and everything in between.I’d say MIT is a bit quirkier, and their hacks (not necessarily hacking using a computer, but any kind of big-scale prank) are hilarious and admirable. Their dorms have a lot more individual personality than dorms at Stanford, which aside from co-ops and self-ops, are pretty homogenous. Cambridge/Boston is a bigger city than Stanford/Palo Alto. With these geographic differences, MIT is exposed to the “real world” a bit more, while Stanford is a huge, isolated bubble of resort-like paradise. MIT is an institute of technology, while Stanford is expected to be more well-rounded (we’ve put a lot of money into arts and humanities in recent years).		
coca-cola	pepsi	Coke lasts longer fizz wise once opened, But can be too fizzy when first opened. Pepsi is the right fizz when first opened but does no keep its fizz longer than coke once opened. AND LETS GET REAL! It always needs to be SUGAR coke or Pepsi, none of this diet piss that does not promote dieting in any way. The key to not getting diabetes is everything in moderation! As our parents and grandparents tought us, none of mine had diabetes, and neither do I and I’m 54 now!	Pepsi required quite a substantial minimum order, while Coke allowed you to order as little or as much as you like. This was fine when making a regular order, but sometimes you would sell out of one product before you needed more of any of the rest. Coke would allow you to make order just a couple cases. With Pepsi, you either had to wait until the next regular order, or order a lot of extra that might become outdated if it did not sell fast enough. Coke would also let us pick up our own order at the bottling plant, and save the delivery charge. The plant was 100km away so normally the delivery charge was cheaper than driving to pick up an order. If we happened to be in the area for other reasons, however, it was nice to stop in and pick up the order. It was also useful when making the above mentioned small order for a product you were out of. It was not economical, but it kept the customers happy and coming back. Pepsi on the other hand would not let you pick up an order. It absolutely had to come on a regularly scheduled truck. Pepsi also would only accept a corporate check in form of payment. With Coke, you could pay by check, credit card, interac, or cash. Of course, those could have just been the differences in the local plants rather than the companies as a whole. I don’t consume very much soda, but as a result of those dealings, when I do, it is a Coke product or an independent rather than a Pepsi product.	Pepsi has more sugar than Coke, originally double the amount.  Brand expectations from years of marketing condition consumers so if they can see a label, they choose the one whose marketing rather than taste has most effectively reached them. As a company, Pepsi has long been much more diversified and relies on independent bottlers for market knowledge, aggressive customer service, and physical distribution. Coca Cola's gradually bought up most of it's independent bottlers both for control and capturing those profits as well.   Energy drinks have already surpassed soda pop sales both in general and at Coke & Pepsi (with their dualing bottled waters Daisani and Aquafina also big and profitable.) Both have deep and effective management with brands tremendously reliant on heavy marketing expenditures and extremely adept and responsive distribution to retail stores and restaurants.   Those make for huge barriers to market dominance and beverages that do well from independent developers generally get acquired by Pepsi or Coke as they become significantly nationally.		
mysql	oracle	Oracle is the leading database management system released by Oracle Corporation. MySQL is a database management system sponsored by a company named MySQL AB. Now, MySQL is also acquired by Oracle Corporation. Compare the major differences between Oracle and MySQL points wise. MySQL : 1. MySQL is an open source and MySQL is available for free download and installation. 2. User authentication is performed in MySQL by using only location, username and password. 3. Flexibility of creating stored procedures and functions using PL/SQL is very less in MySQL. 4. MySQL offers very few commands related to generating output as report and defining variables. MySQL includes only very simple SQL commands. 5. MySQL does not have the audit vault feature in the server. 6. MySQL does not offer tools at enterprise level. 7. MySQL has only table locking facility. 8. MySQL does not have extensive storage features like tablespace, synonym, packages and many others. 9. MySQL database does not support XML. 10.MySQL supports only two character types namely CHAR and VARCHAR. 11.MySQL, temporary tables are visible only within the current active session. When the session expires, the temporary tables are removed automatically. 12.MySQL has only two backup mechanisms namely mysqlhotcopy and mysqldump. Oracle : 1.Only Oracle Express Edition is free of cost. But Oracle Express Edition has very limited features when compared to MySQL. For extensive features, either Oracle Standard Edition or Oracle Enterprise Edition has to be purchased. 2.Oracle provides enhanced database security. User authentication is performed in Oracle by specifying global roles in addition to location, username and password. In Oracle, User authentication is performed by different authentication methods including database authentication, external authentication and proxy authentication. 3.Oracle provides more flexible features for creating stored procedures and functions using PL/SQL. 4.Oracle includes extensive SQL commands in SQL*Plus including commands for generating output as report and defining variables. 5.Oracle provides audit vault facility. 6.Oracle offers tools at enterprise level. 7.Oracle provides the row locking facility as well. 8.Oracle has a very extensive storage features. Oracle supports tablespace, synonym, packages and all other features. 9.Oracle supports and uses XML. 10.Oracle supports four different character data types namely: CHAR, VARCHAR2, NCHAR, NVARCHAR2. 11. In Oracle, temporary tables are persistent across sessions. The temporary table has to be explicitly removed by the User. 12.Oracle offers many backup mechanisms including hot backup, backup, import, export and many others.	There are many more differences between Oracle and MySQL.We can summarise them as follows- 1.Oracle is way more powerful than MySQL 2.Oracle supports distributed databases while MySQL doesn’t 3.Oracle supports save points while MySQL doesn’t 4.Oracle allows programs within the database while MySQL doesn’t 5.Oracle is suited for enterprise deployments while MySQL is suited for small to medium scale 6.Oracle requires that you pay a licensing fee while MySQL doesn’t	Both are relational database management systems, i.e. the information is organised in tables (aka relations) and accessed using relational operators through the SQL languages. The main difference between MySQL and Oracle is the first one is Open Source (i.e.developped by a community) and does not require any paid license, whereas Oracle is commercial and developped by Oracle only (and can only be used with proper paid licenses). There are also obviously technical differences, just like with other databases (SQL Server or PostgreSQL). As for dialects, they represent differences in the way the SQL language is implemented. While the language is an ISO standard, no database vendor implements it fully: the standard is divided in parts and levels and vendors typically implement only some of the elements, and often with different interpretations, leading to different dialects.		
mouse	rat	The type of rat you're normally going to encounter is the Norway rat. The obvious difference is a rat is several times larger than a house mouse. At rats tail is longer than it's body. The feces is about 3/8ths of an inch verses 1/4 inch of a mouse. House mice are grey in color compared to grey, ruddy brown of a rat. Mice travel only a short distance to forage for food whereas rats will cover a larger area foraging and also, rats are more likely to dwell in holes in the ground close to a structure where food and water are available	In simple, both share several similar morphological traits. But they differ in terms of diversification and types, size say e.g.. Rats can have a size as small as mice, to as big as Bandikoot (weighing to a maximum of 3 to 4 kgs) — rats can weigh from a few grams to 4/5 kgs. Mince weigh only grams and they are not as diverse as rats.	Differences Between Rats and Mouse Mouse Size: Mouse measure 12 to 20 cm in length, including the tail, and weigh 12 to 30 grams. Color: They may be white, brown or grey in color. Head: Their snouts are triangular and feature long whiskers. Tails: They have large, floppy ears and long, thin, hairy tails. RatsSize: Rats are medium-sized to large rodents. However, rats may grow to be as long as 40 cm or more and weigh considerably more than mice. Color: Their coats are white, gray, brown or black in color and are often soiled enough to leave grease marks on touched surfaces. Head: The snout of the rat is more blunt than that of the mouse. Tails: Long tails that are commonly hairless and scaly		
python	ruby	Python has more rules, better documentation (3rd party and built-in), and stricter style. This makes it much easier to read. Ruby can be terser, and has more acceptable (stylistically) approaches to any number of problems. You'd probably do better learning Python first, at the very least because there is a right and wrong way to do most things, and also because there are more general computer science resources for Python than Ruby support or education.	Ruby:There's more than one way to do the same thing: Ruby is a dynamic, reflective, object-oriented, general-purpose programming language. Good for beginners? Yes – Ruby is a High level, enjoyable, general purpose language. High level means it’s extracted away from the hardware of the computer. You can speak in terms that are more human and less computer. Companies that use Ruby: Hulu, Twitter, ZenDesk, Basecamp, Shopify, Urban Dictionary, GitHub Python: There's a most understandable way to do something and that is how it should be done. Python is a high-level general purpose language that can be used to write a short script, build an API, or even build a complex object oriented web spider. Good for beginners? Yes it’s a high level, powerful, general purpose language (spans many industries). It’s similar to Ruby so once you’ve learned Ruby, it’s not too hard to pick up Python. Companies that use Python are Google, Yahoo Maps, Dropbox, Venmo, YouTube.	Ruby is only better to write DSLs, but writing DSLs with Ruby is still hard. Most of Ruby work is with Rails, which was a very influential framework, but not anymore. Python is used for web development, data science, machine learning, scientific computing and finance. Python can be used for pretty much anything. To develop web sites you will need JavaScript, but JavaScript can be generated from ClojureScript or Elm. There are better general-purpose programming languages than Python, like Haskell, because it is a functional programming language and it has an advance usage of types. Python is dynamically typed, and this will lead to many bugs during your development. Last, Python promotes OOP, which is actually a bad programming practice: holding state in objects is a pretty bad idea, state should be constrained by Monads or by actors like in Erlang. So, if I were you, I would not spend a lot of time in OOP books and design patterns, I would spend more time with algorithms, programming challenges and functional programming techniques, you can do FP in Python, if you want to, but it is much harder then using Clojure or Haskell.		
